Ãå ½ç,ÏÈ ÈÖ,ÇÏ ÈÖ,ÇÏÌ¾,À­Îð,¶ÔÎÌ,µ³¼ê,¥¿¥¤¥à,Ãåº¹,Ã±¾¡,¿Í µ¤,ÇÏÂÎ½Å,Ä´¶µ»Õ
12,4,8,¥µ¥È¥Î¥¸¥ç¥Ë¡¼,²´3,55.0,ÌÚÈ¨¹ªÌé,1:28.1,2.1/2,134.1,15.0,492(-4),[Åì] ÅÄÃæ¹ä
13,8,16,¥¢¥é¥Ë,ÌÆ3,51.0,Æ£ÅÄºÚ¼·,1:29.6,9,76.9,13.0,440(-2),[Åì] º´Æ£µÈ¾¡
14,5,9,¥¢¥¦¥È¥é¥ó,ÌÆ3,54.0,¹¾ÅÄ¾ÈÃË,1:29.7,1/2,119.1,14.0,470(+2),[Åì] ¸Å²ì»ËÀ¸
15,4,7,¥ë¥ó¥ë¥ó¥Ø¥ì¥ó¥É,ÌÆ3,51.0,»³ÅÄ·É»Î,1:29.8,¥¯¥Ó,426.6,16.0,470(-2),[Åì] ¾¾±Ê¹¯Íø
16,3,5,¥í¡¼¥É¥½¥ì¥¤¥æ,²´3,56.0,ÂçÌîÂóÌï,1:30.7,5,10.7,4.0,514(+8),[Åì] ¿·³«¹¬°ì
1,5,9,¥ì¥ª¥¹¥Æ¥Ã¥×¥¢¥Ã¥×,²´4,57.0,¥ì¡¼¥ó,2:13.8,,5.8,2.0,490(0),[Åì] ±üÊ¿²í»Î
2,3,5,¥æ¥á¥Î¥µ¥­,²´4,57.0,ÂçÌîÂóÌï,2:14.2,2.1/2,7.2,3.0,536(-4),[Åì] ¿·³«¹¬°ì
3,1,1,¥Õ¥£¡¼¥ë¥ª¡¼¥±¡¼,²´3,54.0,éâÌ¾ÀµµÁ,2:14.2,¥Ï¥Ê,30.3,8.0,474(+6),[Åì] ¿åÌîµ®¹­
4,2,3,¥µ¥ë¡¼¥Æ,²´4,54.0,Æ£ÅÄºÚ¼·,2:14.5,1.1/2,23.5,7.0,560(+2),[Åì] ¹âÌÚÅÐ
5,3,6,¥«¥Õ¥§¥×¥ê¥ó¥¹,²´3,54.0,µÈÅÄË­,2:14.6,3/4,61.8,13.0,510(+4),[Åì] Ãæ´Ü±ÑÆó
6,4,8,¥¹¥º¥Î¥¢¥ê¥å¡¼¥ë,²´4,57.0,Éð»ÎÂôÍ§,2:14.6,¥Ï¥Ê,50.7,11.0,490(+10),[Åì] ÎÓÅ°
7,7,13,¥¸¥ã¥«¥ó¥É¥¸¥ç¡¼,²´5,57.0,¼ÆÅÄÂçÃÎ,2:14.7,¥¯¥Ó,55.2,12.0,474(+6),[Åì] ÅÄÃæ¹ä
8,2,4,¥Õ¥¡¥¤¥È¥¢¥í¡¼¥ó,²´4,57.0,¥ë¥á¡¼¥ë,2:14.7,¥Ï¥Ê,2.2,1.0,554(+2),[Åì] ±üÊ¿²í»Î
9,1,2,¥Ñ¥·¡¼¥¸¥ç,²´3,54.0,ÄÅÂ¼ÌÀ½¨,2:14.7,¥¯¥Ó,68.9,14.0,464(-4),[Åì] ÅÄÃæÇî¹¯
10,8,15,¥µ¥ß¥Ã¥È¥×¥Ã¥·¥å,²´4,57.0,ÆâÅÄÇî¹¬,2:15.0,2,9.2,4.0,474(0),[Åì] ÏÂÅÄÍºÆó
11,5,10,¥Ë¥å¡¼¥Ä¡¼¥ê¥º¥à,²´3,54.0,ÅÄÊÕÍµ¿®,2:15.8,5,31.0,9.0,498(+2),[Åì] ¹õ´äÍÛ°ì
12,6,12,¥¢¥ê¥¹¥«¥ó,²´5,57.0,¸Íºê·½ÂÀ,2:15.9,1/2,10.9,5.0,508(-6),[Åì] ÅÄÅç½ÓÌÀ
13,6,11,¥ê¥­¥µ¥ó¥´¥ë¥È,²´4,57.0,¼ÆÅÄÁ±¿Ã,2:16.9,6,144.9,16.0,496(+3),[Åì] ±üÊ¿²í»Î
14,7,14,¥·¥ã¥ë¥í¥Ã¥Æ¥ß¥Î¥ë,ÌÆ3,51.0,µÆÂô°ì¼ù,2:17.1,1,111.4,15.0,528(-6),[Åì] Ãæ´Ü±ÑÆó
15,4,7,¥¨¥ó¥Ñ¥¤¥¢¥«¥é¡¼,¥»5,57.0,»°±º¹ÄÀ®,2:21.6,Âç,41.5,10.0,502(+2),[Åì] Æ£¸¶Ã¤Íº
16,8,16,¥µ¥¯¥é¥ë¡¼¥Õ¥§¥ó,²´3,54.0,ÀÐ¶¶æû,2:24.2,Âç,11.1,6.0,452(0),[Åì] Èø´ØÃÎ¿Í
1,6,8,¥·¥ó¥°¥ó¥Þ¥¤¥±¥ë,¥»5,60.0,ÀÐ¿À¿¼°ì,3:29.4,,5.7,3.0,454(-4),[Åì] ¹â»Ô·½Æó
2,1,1,¥Þ¥¤¥Í¥ë¥×¥í¥ó¥×¥È,¥»7,60.0,¿¹°ìÇÏ,3:29.5,1/2,2.9,1.0,472(+2),[À¾] ºä¸ýÃÒ¹¯
3,2,2,¥·¥ó¥­¥ó¥°¥À¥ó¥µ¡¼,²´6,60.0,¶â»Ò¸÷´õ,3:30.3,5,3.1,2.0,476(+2),[Åì] Éð»Ô¹¯ÃË
4,5,6,¥é¥Ô¥Ã¥É¥·¥Ã¥×,²´5,60.0,ËÌÂô¿­Ìé,3:30.4,¥¯¥Ó,11.3,5.0,482(0),[À¾] Éð±ÑÃÒ
5,8,12,¥á¥¤¥·¥ç¥¦¥ª¥È¥³¥®,¥»10,60.0,ÇòÉÍÍºÂ¤,3:31.0,3.1/2,31.6,7.0,502(-10),[À¾] ÈÓÅÄÍ´»Ë
6,4,4,¥¢¥°¥ê¥Ã¥Ñ¡¼¥Ð¥¤¥ª,²´8,60.0,À¾Ã«À¿,3:31.1,1/2,15.4,6.0,448(-4),[À¾] ¿Ü³­¾°²ð
7,7,11,¥Þ¥¤¥Í¥ë¥Ô¥¯¥È¥ë,²´8,60.0,¸Þ½½ÍòÍº,3:31.5,2.1/2,39.4,9.0,504(0),[Åì] ÀÄÌÚ¹§Ê¸
8,6,9,¥·¥²¥ë¥Ô¡¼¥Þ¥ó,¥»4,60.0,ÁðÌîÂÀÏº,3:31.7,1.1/2,73.9,10.0,470(-4),[Åì] ÇôÃ«¾»±û
9,3,3,¥»¥¬¡¼¥ë¥Õ¥©¥ó¥Æ¥ó,²´9,60.0,¹¾ÅÄÍ¦Î¼,3:32.1,2.1/2,139.0,12.0,498(+4),[Åì] ÀÐÌÓÁ±É§
10,8,13,¥Ó¥Ã¥È¥¢¥ì¥°¥í,²´10,60.0,Ì¬ÅçÌ÷Åµ,3:32.2,1/2,84.4,11.0,494(-2),[Åì] ¾¾±Ê¹¯Íø
11,5,7,¥æ¥¢¡¼¥¶¥ï¥ó,²´7,60.0,¹âÌîÏÂÇÏ,3:35.8,Âç,249.6,13.0,496(-4),[Åì] ¹â¶¶Ê¸²í
Ãæ,4,5,¥·¥²¥ë¥Ü¥Ö¥­¥ã¥Ã¥È,²´5,60.0,¿¢Ìîµ®Ìé,,,38.7,8.0,452(-8),[À¾] ¾åÂ¼ÍÎ¹Ô
Ãæ,7,10,¥Ï¥ë¥­¥¹¥È¥ó,²´4,60.0,ÆñÇÈ¹ä·ò,,,6.6,4.0,450(-4),[À¾] Àõ¸«½¨°ì
1,8,15,¥¿¥Þ¥â¥«¥È¥ì¥¢,ÌÆ4,55.0,¥ì¡¼¥ó,1:35.3,,3.5,2.0,486(0),[À¾] ÌÚ¸¶°ìÎÉ
2,4,7,¥µ¥é¡¼¥Ö,ÌÆ4,55.0,¥ë¥á¡¼¥ë,1:35.4,3/4,2.3,1.0,518(+4),[Åì] ÌÚÂ¼Å¯Ìé
3,2,3,¥¹¥º¥«¥¢¡¼¥Á¥¹¥È,ÌÆ4,55.0,¹¾ÅÄ¾ÈÃË,1:35.4,¥Ï¥Ê,22.1,6.0,474(-2),[Åì] °ËÆ£·½»°
4,2,4,¥ì¥Ç¥£¥Ð¡¼¥É,ÌÆ4,55.0,ÂçÌîÂóÌï,1:35.9,3,48.5,9.0,478(+2),[À¾] ¾®ºê·û
5,1,2,¥Ç¥£¡¼¥º¥Õ¥§¥¤¥¯,ÌÆ4,55.0,¼ÆÅÄÁ±¿Ã,1:36.1,1.1/4,17.7,5.0,486(+4),[Åì] Æ£¸¶Ã¤Íº
6,6,11,¥¹¥º¥«¥¹¥Þ¡¼¥È,ÌÆ5,55.0,ÅÄÃæ¾¡½Õ,1:36.3,1.1/4,174.5,14.0,482(-4),[À¾] Âç¶¶Í¦¼ù
7,3,6,¥ì¥Ã¥É¥¨¥ì¥Î¥¢,ÌÆ5,55.0,´Ý»³¸µµ¤,1:36.3,¥¯¥Ó,27.7,8.0,544(+6),[Åì] ¹õ´äÍÛ°ì
8,5,9,¥ê¡¼¥É¥¶¥¦¥¤¥ó¥É,ÌÆ4,55.0,ÅÄÊÕÍµ¿®,1:36.5,1.1/4,23.1,7.0,468(-2),[Åì] ¾®ÅçÌÐÇ·
9,4,8,¥é¥Ö¥ê¡¼¥¤¥ì¥Ö¥ó,ÌÆ4,55.0,¸Íºê·½ÂÀ,1:36.9,2.1/2,15.4,4.0,432(0),[À¾] ºä¸ýÃÒ¹¯
10,3,5,¥·¥ç¡¼¥«¥Î¥ó,ÌÆ5,55.0,¼ÆÅÄÂçÃÎ,1:37.2,2,266.9,16.0,516(+2),[Åì] ÎëÌÚ¿­¿Ò
11,8,16,¥¢¥Ý¥í¥ì¥¤¥¢,ÌÆ4,55.0,ÄÅÂ¼ÌÀ½¨,1:37.4,1,56.6,10.0,472(+2),[Åì] ÎëÌÚ¿­¿Ò
12,1,1,¥µ¥¤¥â¥ó¥¸¥ë¥Ð,ÌÆ4,55.0,Æ£ÅÄºÚ¼·,1:37.5,3/4,141.3,12.0,454(-1),[Åì] º¬ËÜ¹¯¹­
13,5,10,¥³¥«¥Ü¥à¥¯¥¤¡¼¥ó,ÌÆ4,55.0,µÜºêËÌÅÍ,1:37.7,1.1/4,91.7,11.0,472(+2),[À¾] ¾±ÌîÌ÷»Ö
14,6,12,¥«¥¦¥ó¥È¥ª¥ó¥¤¥Ã¥È,ÌÆ5,55.0,»°±º¹ÄÀ®,1:38.1,2.1/2,4.7,3.0,514(-2),[À¾] ¹âÌîÍ§ÏÂ
15,7,13,¥Æ¥ó¥Î¥µ¥¯¥é¥³,ÌÆ6,55.0,ÌîÃæÍªÂÀ,1:38.5,2,190.1,15.0,488(-6),[Åì] ¾®À¾°ìÃË
16,7,14,¥Õ¥ì¥Ã¥·¥Ó¥ì,ÌÆ4,55.0,ÆâÅÄÇî¹¬,1:40.1,10,155.8,13.0,498(-4),[Åì] Æ£¸¶Ã¤Íº
1,3,3,¥í¡¼¥É¥Þ¥¤¥¦¥§¥¤,²´3,54.0,¥ë¥á¡¼¥ë,1:48.0,,3.2,2.0,462(-2),[À¾] ¿ù»³À²µª
2,4,4,¥¸¥ç¥Ö¥Ã¥¯¥³¥á¥ó,ÌÆ4,55.0,µÈÅÄË­,1:48.6,3.1/2,33.9,9.0,428(+4),[Åì] ¾®É°»³¸ç
3,5,5,¥¹¡¼¥Ñ¡¼¥Õ¥§¥¶¡¼,²´4,57.0,¥ì¡¼¥ó,1:48.8,1.1/4,2.3,1.0,472(-6),[À¾] Í§Æ»¹¯É×
4,1,1,¥­¥ó¥°¥º¥é¥Ã¥·¥å,²´5,57.0,éâÌ¾ÀµµÁ,1:49.0,1.1/4,21.2,6.0,520(-4),[Åì] µ×ÊÝÅÄµ®
5,6,7,¥Ê¥¤¥È¥Ð¥Ê¥ì¥Ã¥È,²´5,57.0,ÅÄÊÕÍµ¿®,1:49.1,1/2,11.0,4.0,480(+4),[À¾] ÌðºîË§¿Í
6,2,2,¥Ò¥·¥ô¥£¥¯¥È¥ê¡¼,²´4,57.0,ÀÐ¶¶æû,1:49.5,2.1/2,5.3,3.0,490(+4),[Åì] ËÒ¸÷Æó
7,7,9,¥­¥å¡¼¥ó¥Ï¥¤¥È,ÌÆ5,55.0,¼ÆÅÄÂçÃÎ,1:49.5,¥¯¥Ó,215.6,12.0,436(+2),[Åì] ½¡ÁüµÁÃé
8,6,8,¥ê¡¼¥×¥Õ¥é¥¦¥ß¥ë¥Ò,ÌÆ4,55.0,ÄÅÂ¼ÌÀ½¨,1:50.0,3,13.9,5.0,428(-2),[Åì] ÁêÂô°ê
9,8,12,¥Ç¥ë¥Ë¥¨¥ª¡¼¥ë,ÌÆ4,55.0,¸Íºê·½ÂÀ,1:50.5,3,25.9,7.0,420(+8),[À¾] ÃÓ¹¾ÂÙ¼÷
10,8,11,¥¨¥È¥ë¥Ç¥£¡¼¥Ë¥å,²´5,57.0,ÆâÅÄÇî¹¬,1:51.2,4,33.6,8.0,482(-2),[Åì] ¾®É°»³¸ç
11,5,6,¥í¥¸¥¹¥«¡¼¥ì¥Ã¥È,²´4,57.0,»°±º¹ÄÀ®,1:51.4,1.1/4,88.6,11.0,440(+8),[Åì] ¹ñ»Þ±É
12,7,10,¥Ô¥Ê¥¯¥ë¥º,¥»6,57.0,¹¾ÅÄ¾ÈÃË,1:52.3,5,85.3,10.0,496(0),[Åì] Âç¹¾¸¶Å¯
1,3,3,¥ï¥ó¥À¡¼¥ê¡¼¥Ç¥ë,²´6,57.0,¸Íºê·½ÂÀ,1:34.8,,5.5,4.0,530(0),[À¾] °ÂÅÄæÆ¸à
2,7,10,¥µ¥È¥Î¥¢¥Ã¥·¥å,²´7,57.0,ÌîÃæÍªÂÀ,1:35.2,2.1/2,129.4,12.0,492(0),[À¾] ÃæÃÝÏÂÌé
3,4,5,¥Î¡¼¥Ö¥ë¥µ¥¿¡¼¥ó,²´5,56.0,»­ÅçÎÉÂÀ,1:35.3,¥¯¥Ó,203.8,13.0,508(0),[À¾] ËÒ±º½¼ÆÁ
4,1,1,¥´¥é¥¤¥¢¥¹,²´4,57.0,¥ì¡¼¥ó,1:35.5,1.1/2,2.4,1.0,500(-4),[Åì] ¹âÌÚÅÐ
5,7,11,¥í¡¼¥º¥×¥ê¥ó¥¹¥À¥à,²´5,56.0,¼ÆÅÄÂçÃÎ,1:35.5,¥¯¥Ó,35.5,8.0,472(0),[Åì] È«»³µÈ¹¨
6,6,8,¥¤¡¼¥°¥ë¥Ð¥í¡¼¥º,²´5,57.0,ÀÐ¶¶æû,1:35.6,¥¯¥Ó,4.5,2.0,544(-2),[Åì] ËÙÀë¹Ô
7,2,2,¥¨¥ì¥¯¥È¥í¥Ý¥Ã¥×,²´6,57.0,ÂçÌîÂóÌï,1:35.7,1/2,44.2,9.0,500(+2),[Åì] ÅÄÂ¼¹¯¿Î
8,8,13,¥¿¥¬¥Î¥Ç¥£¥°¥ª,²´5,56.0,ÀîÅç¿®Æó,1:35.8,1/2,20.6,6.0,532(+2),[À¾] µÜÅ°
9,5,6,¥¤¡¼¥°¥ë¥Õ¥§¥¶¡¼,²´6,57.0,ÅÄÊÕÍµ¿®,1:35.9,1/2,30.9,7.0,490(-2),[Åì] ¾®³ÞÎÑ¹°
10,8,12,¥ì¥Ã¥É¥²¥ë¥Ë¥«,¥»6,58.0,¥ë¥á¡¼¥ë,1:36.0,3/4,14.7,5.0,558(+10),[Åì] Æ£ÂôÏÂÍº
11,4,4,¥×¥í¥È¥³¥ë,²´8,57.0,¼ÆÅÄÁ±¿Ã,1:36.4,2.1/2,49.6,10.0,528(-4),[Åì] ËÒ¸÷Æó
12,6,9,¥Ê¥à¥é¥ß¥é¥¯¥ë,²´6,57.0,Æ£·üµ®»Ö,1:37.1,4,5.2,3.0,490(-4),[À¾] ¿ù»³À²µª
13,5,7,¥¿¥¤¥»¥¤¥Ñ¥ë¥µ¡¼,²´6,57.0,»°±º¹ÄÀ®,1:38.7,10,60.0,11.0,486(-6),[À¾] Âç¶¶Í¦¼ù
1,1,2,¥ê¥ê¡¼¥Ð¥ì¥í,ÌÆ4,55.0,¥ì¡¼¥ó,1:35.8,,4.7,3.0,460(+6),[Åì] ËÙÀë¹Ô
2,3,6,¥¨¥Ô¥Ã¥¯¥¹¥¿¡¼,¥»4,54.0,Æ£ÅÄºÚ¼·,1:35.9,3/4,75.4,11.0,444(+4),[Åì] ÅÄÂ¼¹¯¿Î
3,1,1,¥È¡¼¥»¥ó¥¯¥í¥Î¥¹,²´4,57.0,À¾ÅÄÍº°ì,1:36.1,1.1/4,130.0,12.0,438(+1),[Åì] ¾¾±Ê¹¯Íø
4,6,11,¥³¡¼¥ë¥¶¥Á¥å¡¼¥ó,ÌÆ3,52.0,²£»³Åµ¹°,1:36.5,2.1/2,15.3,8.0,480(+2),[Åì] ¾å¸¶ÇîÇ·
5,7,14,¥Ï¡¼¥á¥Æ¥£¥­¥¹¥È,²´3,54.0,¥ë¥á¡¼¥ë,1:37.0,3,3.4,1.0,450(+2),[Åì] ÌÚÂ¼Å¯Ìé
6,2,3,¥°¥ì¥ó¥Õ¥£¥Ê¥ó,¥»4,57.0,ÀÐ¶¶æû,1:37.0,¥¢¥¿¥Þ,7.4,4.0,478(-2),[Åì] ¼¯¸ÍÍº°ì
7,2,4,¥µ¥ó¥Î¥¼¥Æ¥½¡¼¥í,²´3,54.0,ÄÅÂ¼ÌÀ½¨,1:37.1,¥¯¥Ó,4.7,2.0,462(+4),[Åì] ÅÄÃæÇî¹¯
8,8,15,¥Í¥ª¥ô¥£¥Ã¥È¡¼¥ê¥¢,ÌÆ5,55.0,µÈÅÄË­,1:37.4,1.3/4,43.3,10.0,456(-2),[Åì] ¸Å²ì»ËÀ¸
9,3,5,¥·¥å¥Ð¥ë¥Ä¥ê¥Ã¥¿¡¼,²´4,57.0,ÆâÅÄÇî¹¬,1:38.1,4,13.6,7.0,468(0),[Åì] °ËÆ£Âç»Î
10,6,12,¥¹¥Õ¥Ð¡¼¥¿¥ë,²´6,55.0,ÌîÃæÍªÂÀ,1:38.2,3/4,241.7,15.0,498(-5),[Åì] ÃæÌî±É¼£
11,5,10,¥Ö¥ë¡¼¥°¥í¡¼¥Ö,ÌÆ3,52.0,¸Íºê·½ÂÀ,1:38.5,1.3/4,10.8,5.0,448(0),[Åì] ÌðÌî±Ñ°ì
12,5,9,¥·¡¼¥ª¥Ö¥»¥ì¥Ë¥Æ¥£,²´4,57.0,»°±º¹ÄÀ®,1:38.5,¥¯¥Ó,41.5,9.0,438(-11),[Åì] ÅÄÃæÇî¹¯
13,4,8,¥¢¥­¥ó¥É,²´3,51.0,»³ÅÄ·É»Î,1:38.9,2.1/2,219.1,14.0,490(+6),[Åì] ÇôÃ«¾»±û
14,4,7,¥µ¥ó¥Ç¥£¥ì¥¯¥·¥ç¥ó,²´3,54.0,ÂçÌîÂóÌï,1:39.7,5,11.7,6.0,454(-4),[Åì] ¹âÌÚÅÐ
15,8,16,¥é¥Ð¥¹¥È¡¼¥ó,²´3,51.0,ÌÚÈ¨°éÌé,1:39.8,3/4,167.0,13.0,456(0),[Åì] Âç¹¾¸¶Å¯
16,7,13,¥×¥í¡¼¥·¥Ö¥ë,²´4,56.0,ÌÚÈ¨¹ªÌé,1:47.7,Âç,266.2,16.0,480(-18),[Åì] ¿ù±º¹¨¾¼
1,2,4,¥ª¡¼¥Ð¡¼¥Ç¥£¥ê¥Ð¡¼,²´3,56.0,ÂçÌîÂóÌï,1:37.5,,5.7,2.0,486(+12),[Åì] Çë¸¶À¶
2,8,16,¥·¥²¥ë¥°¥ê¥ó¥À¥¤¥ä,²´3,56.0,¸Íºê·½ÂÀ,1:38.2,4,1.8,1.0,470(+2),[Åì] ÃæÌî±É¼£
3,2,3,¥Î¥Ö¥Ù¥Ã¥¯,²´3,56.0,ÅÄÃæ¾¡½Õ,1:38.3,¥¯¥Ó,9.7,3.0,492(+4),[Åì] È«»³µÈ¹¨
4,3,6,¥´¡¼,²´3,54.0,ÌîÃæÍªÂÀ,1:38.5,1.1/4,17.4,7.0,496(0),[Åì] °ËÆ£¿­°ì
5,6,11,¥³¥Ñ¥Î¥¸¥ç¥¦¥ª¡¼,ÌÆ3,51.0,Æ£ÅÄºÚ¼·,1:38.5,¥¢¥¿¥Þ,9.8,4.0,476(-11),[À¾] Â¼»³ÌÀ
6,6,12,¥¼¥Ò¥Ë¥ª¥è¥Ð¥º,²´3,56.0,¹¾ÅÄ¾ÈÃË,1:38.5,¥¯¥Ó,11.2,6.0,520(+4),[Åì] ¾¾»³¾­¼ù
7,4,8,¥À¥¤¥ì¥¯¥È¥Õ¥é¥¤¥È,²´3,53.0,¾®ÎÓÎ¿Âç,1:39.1,3.1/2,138.4,12.0,464(+4),[Åì] µ×ÊÝÅÄµ®
8,5,10,¥â¥ê¥È¥·¥å¥ó,²´3,56.0,ÆâÅÄÇî¹¬,1:39.4,1.3/4,32.9,8.0,478(-2),[Åì] ËÙ°æ²í¹­
9,3,5,¥È¡¼¥»¥ó¥¢¥È¥é¥ó¥¿,²´3,56.0,¿û¸¶Î´°ì,1:40.1,4,10.2,5.0,474(+4),[Åì] ¾®Ìî¼¡Ïº
10,1,2,¥¯¥ê¥¢¥¹¥«¥¤¥é¥¤¥ó,ÌÆ3,53.0,ÌÚÈ¨¹ªÌé,1:40.4,1.3/4,115.3,11.0,434(+10),[Åì] Àª»ÊÏÂ¹À
11,4,7,¥³¥è¥­¥Á¥Ü¥ó¥Ð¡¼,²´3,53.0,ÌÚÈ¨°éÌé,1:40.7,2,319.4,15.0,530(+14),[Åì] ¿ù±º¹¨¾¼
12,8,15,¥¢¥¤¥ë¥Ó¡¼¥¶¥¹¥¿¡¼,²´3,56.0,¼ÆÅÄÂçÃÎ,1:40.9,1,42.2,9.0,478(+2),[Åì] ËÒ¸÷Æó
13,5,9,¥²¥Ï¥¤¥à¥í¡¼¥¼,ÌÆ3,54.0,ÄÅÂ¼ÌÀ½¨,1:41.0,3/4,93.1,10.0,450(+4),[Åì] ¿¼»³²í»Ë
14,7,14,¥µ¥¯¥é¥È¥Ã¥×¥À¥ó¥¯,²´3,56.0,²ÅÆ£µ®¹Ô,1:41.4,2.1/2,164.6,13.0,504(0),[Åì] Éð»Ô¹¯ÃË
15,1,1,¥É¥Ê¥Û¡¼¥¯,ÌÆ3,54.0,¹ñÊ¬¶³²ð,1:41.7,1.3/4,194.2,14.0,484(-14),[À¾] ËÒ±º½¼ÆÁ
16,7,13,¥Ö¥é¡¼¥ß¥¹¥È,ÌÆ3,51.0,»³ÅÄ·É»Î,1:43.0,8,347.2,16.0,426(+10),[Åì] ¾®É°»³¸ç
1,2,3,¥¸¥ç¥¤¥Ê¥¤¥È,²´3,56.0,ÅÄÊÕÍµ¿®,1:25.3,,2.8,2.0,502(+2),[Åì] Éð»Ô¹¯ÃË
2,7,13,¥Î¥ï¡¼¥ë¥à¡¼¥Æ¥£¥¨,²´3,56.0,ÆâÅÄÇî¹¬,1:25.4,1/2,4.6,3.0,504(-2),[Åì] ÎÓÅ°
3,5,9,¥á¥ó¥Ç¥£,²´3,56.0,ÂçÌîÂóÌï,1:25.5,¥¯¥Ó,2.7,1.0,492(+4),[Åì] ¿ù±º¹¨¾¼
4,6,11,¥í¡¼¥ì¥ë¥¸¥§¥¤¥É,²´3,55.0,ÌÚÈ¨¹ªÌé,1:25.7,1.1/4,36.1,7.0,500(+4),[Åì] ºØÆ£À¿
5,8,15,¥«¥·¥Î¥Ö¥ì¥ó¥É,¥»3,56.0,À¾ÅÄÍº°ì,1:25.8,1/2,21.8,6.0,438(-4),[Åì] éâÌ¾Íø¹°
6,4,8,¥¢¥¤¥¢¥ó¥¾¡¼¥ó,ÌÆ3,54.0,¼ÆÅÄÂçÃÎ,1:25.8,¥¯¥Ó,103.1,9.0,438(0),[Åì] ÆîÅÄÈþÃÎ
7,3,6,¥°¥ì¡¼¥È¥¤¥½¥¨¥¤,²´3,53.0,»³ÅÄ·É»Î,1:26.6,5,75.4,8.0,464(+14),[Åì] ¾¾±Ê¹¯Íø
8,1,1,¥á¥ë¥­¥å¡¼¥ë,ÌÆ3,54.0,¸Íºê·½ÂÀ,1:26.7,1/2,7.8,4.0,460(+6),[Åì] ¸ÍÅÄÇîÊ¸
9,6,12,¥¿¥¤¥à¥Õ¥¡¥¯¥¿¡¼,²´3,53.0,¾®ÎÓÎ¿Âç,1:26.7,¥¢¥¿¥Þ,199.1,13.0,484(-2),[Åì] ÉðÆ£Á±Â§
10,7,14,¥¢¥Ë¥Þ¡¼¥È,¥»3,54.0,ÌîÃæÍªÂÀ,1:27.0,1.3/4,18.1,5.0,510(-2),[Åì] ¹õ´äÍÛ°ì
11,4,7,¥Ï¥ë¥Î¥Ä¥«¥¤,²´3,56.0,²ÅÆ£µ®¹Ô,1:28.0,6,212.1,14.0,448(-6),[Åì] À¶¿å±Ñ¹î
12,2,4,¥·¥ã¥É¡¼¥Ð¥ó¥­¥ó¥°,²´3,56.0,ÅÄÃæ¾¡½Õ,1:28.0,¥¯¥Ó,173.4,11.0,510(-8),[Åì] Åª¾ì¶Ñ
13,8,16,¥Õ¥¡¡¼¥Þ¥Ñ¡¼¥ë,ÌÆ3,51.0,ÌÚÈ¨°éÌé,1:28.4,2.1/2,197.4,12.0,420(+2),[Åì] Èø·ÁÏÂ¹¬
14,1,2,¥¬¥ó¥Á¥ã¥ó,ÌÆ3,54.0,´äÉô½ãÆó,1:32.0,Âç,248.3,15.0,384(-26),[Åì] ³þÌî¹ÀÆó
15,5,10,¥¢¥á¥ê¥¢¥ô¥©¡¼¥°,ÌÆ3,54.0,¿û¸¶Î´°ì,1:32.1,¥¯¥Ó,371.0,16.0,462(0),[Åì] ¾®Ìî¼¡Ïº
16,3,5,¥ä¥Þ¥Ë¥ó¥Þ¥Ë¥å¡¼¥Ð,²´3,56.0,°æ¾åÉÒ¼ù,1:39.6,Âç,166.0,10.0,444(0),[Åì] ÃÓ¾å¾»ÏÂ
1,3,6,¥µ¥È¥Î¥À¥à¥¼¥ë,ÌÆ3,54.0,ÀÐ¶¶æû,1:47.8,,3.5,2.0,454(0),[Åì] ËÙÀë¹Ô
2,6,12,¥Ó¥¸¥å¥Æ¥£¥¨,ÌÆ3,54.0,¼ÆÅÄÂçÃÎ,1:47.9,3/4,53.9,11.0,404(0),[Åì] Èø´ØÃÎ¿Í
3,3,5,¥Ñ¥í¥Í¥é,ÌÆ3,54.0,¸Íºê·½ÂÀ,1:48.0,3/4,3.5,3.0,478(+4),[Åì] ÌÚÂ¼Å¯Ìé
4,2,3,¥¢¥¤¥É¥ë¥º¥¢¥¤,ÌÆ3,51.0,»³ÅÄ·É»Î,1:48.3,2,226.0,15.0,432(-14),[Åì] ¾¾±Ê¹¯Íø
5,6,11,¥á¥¤¥ª¡¼¥ë,ÌÆ3,54.0,ÂçÌîÂóÌï,1:48.3,¥Ï¥Ê,2.7,1.0,450(0),[Åì] ´ä¸Í¹§¼ù
6,2,4,¥ª¡¼¥­¥Ã¥É¥Æ¥½¡¼¥í,ÌÆ3,54.0,ÅÄÊÕÍµ¿®,1:48.4,¥¯¥Ó,28.5,7.0,420(+12),[Åì] È«»³µÈ¹¨
7,4,7,¥«¥é¥ß¥ó¥µ,ÌÆ3,54.0,¹ñÊ¬¶³²ð,1:48.4,¥Ï¥Ê,20.1,4.0,486(-6),[À¾] ËÒ±º½¼ÆÁ
8,5,10,¥·¥ç¥¦¥Ê¥ó¥Ï¥ë¥é,ÌÆ3,54.0,¾¾¼ãÉ÷ÇÏ,1:48.4,¥¯¥Ó,30.0,9.0,416(-2),[Åì] ¸Å²ì»ËÀ¸
9,7,14,¥Ü¥Ë¡¼¥½¥Ã¥¯¥¹,ÌÆ3,54.0,ÄÅÂ¼ÌÀ½¨,1:48.5,3/4,22.7,5.0,440(0),[Åì] ÌðÌî±Ñ°ì
